# wavelength (nm),nmf_reduced,nmf_oxidized,nmf_semiquinone,pure_oxidized,pure_reduced
7.050000000000000000e+02,2.615848658819096544e-03,7.952569690317082187e-04,0.000000000000000000e+00,9.999999999999939493e-04,1.000000000000000888e-03
7.060000000000000000e+02,2.743693266410410832e-03,4.004288553564432085e-04,0.000000000000000000e+00,9.999999999999939493e-04,1.000000000000000888e-03
7.070000000000000000e+02,2.234330346475645133e-03,1.023754258909568681e-04,0.000000000000000000e+00,9.999999999999939493e-04,1.000000000000000888e-03
7.080000000000000000e+02,3.140018214863428761e-03,9.246291365980149901e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000888e-03
7.090000000000000000e+02,2.966914071796388462e-03,1.069661583701008714e-03,1.349690094308149900e-04,9.999999999999939493e-04,1.000000000000000888e-03
7.100000000000000000e+02,3.318009942847965302e-03,1.503538918582589777e-03,0.000000000000000000e+00,1.999999999999994837e-03,2.000000000000001776e-03
7.110000000000000000e+02,3.431717407588628140e-03,8.062787838606912073e-05,0.000000000000000000e+00,1.999999999999994837e-03,1.000000000000000888e-03
7.120000000000000000e+02,3.916896637126421506e-03,3.151141675248253027e-04,0.000000000000000000e+00,1.999999999999994837e-03,1.000000000000000888e-03
7.130000000000000000e+02,3.691315754670021054e-03,9.451090203607695689e-04,0.000000000000000000e+00,1.999999999999994837e-03,2.000000000000001776e-03
7.140000000000000000e+02,3.946437138213529719e-03,6.769334853052742709e-04,0.000000000000000000e+00,1.999999999999994837e-03,2.000000000000001776e-03
7.150000000000000000e+02,3.882961152055668715e-03,3.511017528561040488e-04,0.000000000000000000e+00,9.999999999999939493e-04,2.000000000000001776e-03
7.160000000000000000e+02,3.632903430618377588e-03,1.235981842178303369e-03,2.844229662043536622e-04,1.999999999999994837e-03,1.000000000000000888e-03
7.170000000000000000e+02,4.747505482429506887e-03,8.517310768043142048e-04,0.000000000000000000e+00,1.999999999999994837e-03,3.000000000000002665e-03
7.180000000000000000e+02,4.032703058018848735e-03,2.557703653349519164e-03,0.000000000000000000e+00,3.999999999999996614e-03,2.000000000000001776e-03
7.190000000000000000e+02,4.198174850074465510e-03,1.556183410431762624e-03,4.804058481509635055e-03,1.999999999999994837e-03,2.000000000000001776e-03
7.200000000000000000e+02,5.625868379645853831e-03,1.251824521644778494e-03,0.000000000000000000e+00,2.999999999999995726e-03,3.000000000000002665e-03
7.210000000000000000e+02,5.030410377798603949e-03,1.828492021522569889e-03,0.000000000000000000e+00,2.999999999999995726e-03,2.000000000000001776e-03
7.220000000000000000e+02,4.840414628391295944e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.999999999999994837e-03,2.000000000000001776e-03
7.230000000000000000e+02,5.104828190111177291e-03,5.406934641075394768e-04,0.000000000000000000e+00,2.999999999999995726e-03,3.000000000000002665e-03
7.240000000000000000e+02,5.467986502593788836e-03,2.013828221631198262e-03,0.000000000000000000e+00,2.999999999999995726e-03,3.000000000000002665e-03
7.250000000000000000e+02,6.051352936919697501e-03,1.386148118430444891e-04,0.000000000000000000e+00,2.999999999999995726e-03,3.000000000000002665e-03
7.260000000000000000e+02,6.468856564484409127e-03,1.915281924345873295e-03,0.000000000000000000e+00,3.999999999999996614e-03,3.000000000000002665e-03
7.270000000000000000e+02,6.554277923577368943e-03,2.353063972498539832e-04,0.000000000000000000e+00,3.999999999999996614e-03,5.000000000000004441e-03
7.280000000000000000e+02,6.888560781527748936e-03,1.299602392160764761e-03,0.000000000000000000e+00,4.999999999999997502e-03,5.000000000000004441e-03
7.290000000000000000e+02,7.697084294409808035e-03,1.428745931780306486e-03,0.000000000000000000e+00,4.999999999999997502e-03,5.000000000000004441e-03
7.300000000000000000e+02,8.022535247853589124e-03,2.479459079511513956e-03,0.000000000000000000e+00,5.999999999999998390e-03,4.000000000000003553e-03
7.310000000000000000e+02,9.460959403600312581e-03,1.082803499925769639e-03,0.000000000000000000e+00,5.999999999999998390e-03,5.000000000000004441e-03
7.320000000000000000e+02,1.002152248384092191e-02,1.561873771837691280e-03,0.000000000000000000e+00,5.999999999999998390e-03,5.000000000000004441e-03
7.330000000000000000e+02,1.042879915935515309e-02,1.241955914597295567e-03,0.000000000000000000e+00,5.999999999999998390e-03,5.000000000000004441e-03
7.340000000000000000e+02,1.114795157705553326e-02,6.256481093985133846e-04,0.000000000000000000e+00,6.999999999999999278e-03,5.000000000000004441e-03
7.350000000000000000e+02,1.156430539361787656e-02,4.609572122340645358e-04,0.000000000000000000e+00,6.999999999999999278e-03,7.000000000000006217e-03
7.360000000000000000e+02,1.157589526111175646e-02,3.514202384635182661e-04,0.000000000000000000e+00,8.000000000000000167e-03,7.000000000000006217e-03
7.370000000000000000e+02,1.264856403746176736e-02,4.371696007556978483e-04,0.000000000000000000e+00,8.000000000000000167e-03,7.000000000000006217e-03
7.380000000000000000e+02,1.305463103223090428e-02,3.835675057651752057e-04,0.000000000000000000e+00,8.000000000000000167e-03,8.000000000000007105e-03
7.390000000000000000e+02,1.315129891513136876e-02,1.656793310018829339e-03,0.000000000000000000e+00,9.000000000000001055e-03,7.000000000000006217e-03
7.400000000000000000e+02,1.275794479996744321e-02,1.162879116656364816e-03,0.000000000000000000e+00,9.000000000000001055e-03,8.000000000000007105e-03
7.410000000000000000e+02,1.408234199407861799e-02,2.446728530609398444e-04,0.000000000000000000e+00,8.000000000000000167e-03,7.000000000000006217e-03
7.420000000000000000e+02,1.349832310557981703e-02,1.156176832100521377e-03,0.000000000000000000e+00,8.000000000000000167e-03,7.000000000000006217e-03
7.430000000000000000e+02,1.375397165899748531e-02,4.774662871164333969e-04,0.000000000000000000e+00,8.000000000000000167e-03,7.000000000000006217e-03
7.440000000000000000e+02,1.342827408792099733e-02,4.727109682893201902e-04,0.000000000000000000e+00,9.000000000000001055e-03,8.000000000000007105e-03
7.450000000000000000e+02,1.324864031261186945e-02,5.256946078696959294e-04,0.000000000000000000e+00,9.000000000000001055e-03,8.000000000000007105e-03
7.460000000000000000e+02,1.301536233804343606e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-03,7.000000000000006217e-03
7.470000000000000000e+02,1.357686389356224828e-02,1.341297807070022550e-03,0.000000000000000000e+00,8.000000000000000167e-03,8.000000000000007105e-03
7.480000000000000000e+02,1.299522050945508232e-02,7.444128365632359618e-04,0.000000000000000000e+00,8.000000000000000167e-03,7.000000000000006217e-03
7.490000000000000000e+02,1.389734388283265371e-02,1.383441052363460367e-03,0.000000000000000000e+00,9.000000000000001055e-03,8.000000000000007105e-03
7.500000000000000000e+02,1.476488795625048589e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-03,9.000000000000007994e-03
